_id,nombre1,nombre2,apellido1,apellido2,genero,edad,fecha_nacimiento,curp,id,voto,email,password
6565166032e56784f05634d5,Juan ,Alfonso,Espinosa,Cirigo,Hombre,29,1994-01-08,ESCJ940108HOMBREDFES89G,60,2,juan espinosa60@urcmac.edu.mx,espinosajuan 60
6565166032e56784f05634d6,Jose,,Zarate,Martinez,Hombre,23,2000-01-07,ZAMJ000107HOMBREDFZA78S,61,5,josezarate61@urcmac.edu.mx,zaratejose61
6565166132e56784f05634d7,Jose,,Espinosa,Martinez,Hombre,24,1999-01-07,ESMJ990107HOMBREDFES30Y,62,2,joseespinosa62@urcmac.edu.mx,espinosajose62
6565166132e56784f05634d8,Jose,,Adaya,Cirigo,Hombre,25,1998-01-07,ADCJ980107HOMBREDFAD35Y,63,3,joseadaya63@urcmac.edu.mx,adayajose63
6565166132e56784f05634d9,Hector,,Hidalgo,Romero,Hombre,27,1996-01-08,HIRH960108HOMBREDFHI64J,64,5,hectorhidalgo64@urcmac.edu.mx,hidalgohector64
6565166132e56784f05634da,Demian,Alfonso,Ruiz,Sanchez,Hombre,20,2003-01-06,RUSD030106HOMBREDFRU37Z,65,3,demianruiz65@urcmac.edu.mx,ruizdemian65
6565166132e56784f05634db,Albert,Rogelio,Ruiz,Sebastian,Hombre,22,2001-01-06,RUSA010106HOMBREDFRU97W,66,2,albertruiz66@urcmac.edu.mx,ruizalbert66
6565166132e56784f05634dc,Jose,Alfonso,Ruiz,Sebastian,Hombre,24,1999-01-07,RUSJ990107HOMBREDFRU31B,67,4,joseruiz67@urcmac.edu.mx,ruizjose67
6565166132e56784f05634dd,Hector,Pablo,Espinosa,Cirigo,Hombre,24,1999-01-07,ESCH990107HOMBREDFES31K,68,3,hectorespinosa68@urcmac.edu.mx,espinosahector68
6565166132e56784f05634de,Juan ,Rogelio,Ruiz,Sebastian,Hombre,25,1998-01-07,RUSJ980107HOMBREDFRU96G,69,4,juan ruiz69@urcmac.edu.mx,ruizjuan 69
6565166132e56784f05634df,Jose,Pablo,Ruiz,Cirigo,Hombre,22,2001-01-06,RUCJ010106HOMBREDFRU12K,70,1,joseruiz70@urcmac.edu.mx,ruizjose70
6565166132e56784f05634e0,Albert,,Hidalgo,Martinez,Hombre,30,1993-01-08,HIMA930108HOMBREDFHI14V,71,5,alberthidalgo71@urcmac.edu.mx,hidalgoalbert71
6565166132e56784f05634e1,Hector,Donaji,Espinosa,Cirigo,Hombre,24,1999-01-07,ESCH990107HOMBREDFES63M,72,1,hectorespinosa72@urcmac.edu.mx,espinosahector72
6565166132e56784f05634e2,Demian,Rogelio,Ruiz,Martinez,Hombre,23,2000-01-07,RUMD000107HOMBREDFRU13E,73,3,demianruiz73@urcmac.edu.mx,ruizdemian73
6565166132e56784f05634e3,Hector,Rogelio,Zarate,Romero,Hombre,20,2003-01-06,ZARH030106HOMBREDFZA27P,74,2,hectorzarate74@urcmac.edu.mx,zaratehector74
6565166132e56784f05634e4,Hector,Rogelio,Adaya,Cirigo,Hombre,30,1993-01-08,ADCH930108HOMBREDFAD60L,75,2,hectoradaya75@urcmac.edu.mx,adayahector75
6565166232e56784f05634e5,Albert,Pablo,Ruiz,Martinez,Hombre,27,1996-01-08,RUMA960108HOMBREDFRU36J,76,4,albertruiz76@urcmac.edu.mx,ruizalbert76
6565166232e56784f05634e6,Albert,Alfonso,Zarate,Romero,Hombre,22,2001-01-06,ZARA010106HOMBREDFZA40X,77,2,albertzarate77@urcmac.edu.mx,zaratealbert77
6565166232e56784f05634e7,Jose,Rogelio,Zarate,Cirigo,Hombre,25,1998-01-07,ZACJ980107HOMBREDFZA85Z,78,3,josezarate78@urcmac.edu.mx,zaratejose78
6565166232e56784f05634e8,Albert,Alfonso,Adaya,Cirigo,Hombre,30,1993-01-08,ADCA930108HOMBREDFAD41S,79,2,albertadaya79@urcmac.edu.mx,adayaalbert79
6565166232e56784f05634e9,Albert,Donaji,Ruiz,Martinez,Hombre,28,1995-01-08,RUMA950108HOMBREDFRU63Z,80,2,albertruiz80@urcmac.edu.mx,ruizalbert80
6565166232e56784f05634ea,Jose,Rogelio,Ruiz,Romero,Hombre,22,2001-01-06,RURJ010106HOMBREDFRU62Y,81,3,joseruiz81@urcmac.edu.mx,ruizjose81
6565166232e56784f05634eb,Hector,Rogelio,Hidalgo,Cirigo,Hombre,26,1997-01-07,HICH970107HOMBREDFHI33C,82,4,hectorhidalgo82@urcmac.edu.mx,hidalgohector82
6565166232e56784f05634ec,Hector,Rogelio,Espinosa,Romero,Hombre,26,1997-01-07,ESRH970107HOMBREDFES43C,83,3,hectorespinosa83@urcmac.edu.mx,espinosahector83
6565166232e56784f05634ed,Juan ,Pablo,Zarate,Cirigo,Hombre,29,1994-01-08,ZACJ940108HOMBREDFZA17A,84,5,juan zarate84@urcmac.edu.mx,zaratejuan 84
6565166232e56784f05634ee,Albert,Alfonso,Espinosa,Romero,Hombre,23,2000-01-07,ESRA000107HOMBREDFES76H,85,5,albertespinosa85@urcmac.edu.mx,espinosaalbert85
6565166232e56784f05634ef,Demian,Pablo,Zarate,Romero,Hombre,21,2002-01-06,ZARD020106HOMBREDFZA92J,86,2,demianzarate86@urcmac.edu.mx,zaratedemian86
6565166232e56784f05634f0,Demian,Pablo,Adaya,Cirigo,Hombre,23,2000-01-07,ADCD000107HOMBREDFAD76Y,87,5,demianadaya87@urcmac.edu.mx,adayademian87
6565166232e56784f05634f1,Albert,Pablo,Adaya,Sanchez,Hombre,24,1999-01-07,ADSA990107HOMBREDFAD56Y,88,3,albertadaya88@urcmac.edu.mx,adayaalbert88
6565166332e56784f05634f2,Hector,,Adaya,Cirigo,Hombre,29,1994-01-08,ADCH940108HOMBREDFAD15Q,89,3,hectoradaya89@urcmac.edu.mx,adayahector89
6565166332e56784f05634f3,Jose,Rogelio,Espinosa,Martinez,Hombre,21,2002-01-06,ESMJ020106HOMBREDFES54T,90,2,joseespinosa90@urcmac.edu.mx,espinosajose90
6565166332e56784f05634f4,Juan ,Pablo,Adaya,Sebastian,Hombre,30,1993-01-08,ADSJ930108HOMBREDFAD19B,91,3,juan adaya91@urcmac.edu.mx,adayajuan 91
6565166332e56784f05634f5,Demian,,Adaya,Cirigo,Hombre,27,1996-01-08,ADCD960108HOMBREDFAD93W,92,4,demianadaya92@urcmac.edu.mx,adayademian92
6565166332e56784f05634f6,Juan ,Donaji,Ruiz,Sanchez,Hombre,29,1994-01-08,RUSJ940108HOMBREDFRU23I,93,5,juan ruiz93@urcmac.edu.mx,ruizjuan 93
6565166332e56784f05634f7,Albert,Rogelio,Hidalgo,Martinez,Hombre,27,1996-01-08,HIMA960108HOMBREDFHI50T,94,5,alberthidalgo94@urcmac.edu.mx,hidalgoalbert94
6565166332e56784f05634f8,Hector,Alfonso,Adaya,Romero,Hombre,24,1999-01-07,ADRH990107HOMBREDFAD46I,95,1,hectoradaya95@urcmac.edu.mx,adayahector95
6565166332e56784f05634f9,Jose,Donaji,Adaya,Romero,Hombre,21,2002-01-06,ADRJ020106HOMBREDFAD36P,96,1,joseadaya96@urcmac.edu.mx,adayajose96
6565166332e56784f05634fa,Juan ,Rogelio,Hidalgo,Martinez,Hombre,23,2000-01-07,HIMJ000107HOMBREDFHI34F,97,2,juan hidalgo97@urcmac.edu.mx,hidalgojuan 97
6565166332e56784f05634fb,Jose,Pablo,Hidalgo,Romero,Hombre,20,2003-01-06,HIRJ030106HOMBREDFHI60P,98,2,josehidalgo98@urcmac.edu.mx,hidalgojose98
6565166332e56784f05634fc,Jose,,Zarate,Cirigo,Hombre,27,1996-01-08,ZACJ960108HOMBREDFZA40D,99,3,josezarate99@urcmac.edu.mx,zaratejose99
6565166332e56784f05634fd,Jose,,Ruiz,Romero,Hombre,21,2002-01-06,RURJ020106HOMBREDFRU63G,100,4,joseruiz100@urcmac.edu.mx,ruizjose100
6565166332e56784f05634fe,Jose,,Espinosa,Cirigo,Hombre,27,1996-01-08,ESCJ960108HOMBREDFES29S,101,5,joseespinosa101@urcmac.edu.mx,espinosajose101
6565166432e56784f05634ff,Juan ,,Espinosa,Sanchez,Hombre,29,1994-01-08,ESSJ940108HOMBREDFES77M,102,1,juan espinosa102@urcmac.edu.mx,espinosajuan 102
6565166432e56784f0563500,Hector,Rogelio,Zarate,Martinez,Hombre,21,2002-01-06,ZAMH020106HOMBREDFZA14T,103,1,hectorzarate103@urcmac.edu.mx,zaratehector103
6565166432e56784f0563501,Albert,,Hidalgo,Cirigo,Hombre,20,2003-01-06,HICA030106HOMBREDFHI46Z,104,5,alberthidalgo104@urcmac.edu.mx,hidalgoalbert104
6565166432e56784f0563502,Albert,Alfonso,Zarate,Martinez,Hombre,27,1996-01-08,ZAMA960108HOMBREDFZA57P,105,5,albertzarate105@urcmac.edu.mx,zaratealbert105
6565166432e56784f0563503,Hector,Rogelio,Espinosa,Martinez,Hombre,22,2001-01-06,ESMH010106HOMBREDFES58Y,106,2,hectorespinosa106@urcmac.edu.mx,espinosahector106
6565166432e56784f0563504,Juan ,Donaji,Hidalgo,Sebastian,Hombre,22,2001-01-06,HISJ010106HOMBREDFHI91C,107,1,juan hidalgo107@urcmac.edu.mx,hidalgojuan 107
6565166432e56784f0563505,Hector,Pablo,Adaya,Sanchez,Hombre,29,1994-01-08,ADSH940108HOMBREDFAD53R,108,5,hectoradaya108@urcmac.edu.mx,adayahector108
6565166432e56784f0563506,Albert,Alfonso,Espinosa,Martinez,Hombre,20,2003-01-06,ESMA030106HOMBREDFES86U,109,1,albertespinosa109@urcmac.edu.mx,espinosaalbert109
6565166432e56784f0563507,Juan ,Pablo,Ruiz,Martinez,Hombre,26,1997-01-07,RUMJ970107HOMBREDFRU10E,110,2,juan ruiz110@urcmac.edu.mx,ruizjuan 110
6565166432e56784f0563508,Albert,Pablo,Ruiz,Cirigo,Hombre,20,2003-01-06,RUCA030106HOMBREDFRU20T,111,4,albertruiz111@urcmac.edu.mx,ruizalbert111
6565166432e56784f0563509,Albert,Rogelio,Ruiz,Sanchez,Hombre,20,2003-01-06,RUSA030106HOMBREDFRU38P,112,2,albertruiz112@urcmac.edu.mx,ruizalbert112
6565166432e56784f056350a,Jose,Alfonso,Ruiz,Sanchez,Hombre,24,1999-01-07,RUSJ990107HOMBREDFRU97F,113,2,joseruiz113@urcmac.edu.mx,ruizjose113
6565166532e56784f056350b,Albert,Donaji,Ruiz,Cirigo,Hombre,26,1997-01-07,RUCA970107HOMBREDFRU26Z,114,5,albertruiz114@urcmac.edu.mx,ruizalbert114
6565166532e56784f056350c,Juan ,Rogelio,Ruiz,Sanchez,Hombre,30,1993-01-08,RUSJ930108HOMBREDFRU58Z,115,3,juan ruiz115@urcmac.edu.mx,ruizjuan 115
6565166532e56784f056350d,Juan ,,Hidalgo,Romero,Hombre,25,1998-01-07,HIRJ980107HOMBREDFHI45Z,116,1,juan hidalgo116@urcmac.edu.mx,hidalgojuan 116
6565166532e56784f056350e,Hector,,Ruiz,Romero,Hombre,29,1994-01-08,RURH940108HOMBREDFRU52S,117,4,hectorruiz117@urcmac.edu.mx,ruizhector117
6565166532e56784f056350f,Jose,Rogelio,Espinosa,Cirigo,Hombre,27,1996-01-08,ESCJ960108HOMBREDFES78M,118,3,joseespinosa118@urcmac.edu.mx,espinosajose118
6565166532e56784f0563510,Jose,Pablo,Adaya,Martinez,Hombre,26,1997-01-07,ADMJ970107HOMBREDFAD39P,119,4,joseadaya119@urcmac.edu.mx,adayajose119
6565166532e56784f0563511,Demian,Alfonso,Hidalgo,Sebastian,Hombre,28,1995-01-08,HISD950108HOMBREDFHI14O,120,2,demianhidalgo120@urcmac.edu.mx,hidalgodemian120
6565166532e56784f0563512,Demian,Pablo,Espinosa,Romero,Hombre,28,1995-01-08,ESRD950108HOMBREDFES77T,121,2,demianespinosa121@urcmac.edu.mx,espinosademian121
6565166532e56784f0563513,Jose,Pablo,Zarate,Romero,Hombre,29,1994-01-08,ZARJ940108HOMBREDFZA93T,122,5,josezarate122@urcmac.edu.mx,zaratejose122
6565166532e56784f0563514,Albert,Rogelio,Hidalgo,Cirigo,Hombre,22,2001-01-06,HICA010106HOMBREDFHI42L,123,3,alberthidalgo123@urcmac.edu.mx,hidalgoalbert123
6565166532e56784f0563515,Jose,Pablo,Espinosa,Romero,Hombre,27,1996-01-08,ESRJ960108HOMBREDFES83X,124,2,joseespinosa124@urcmac.edu.mx,espinosajose124
6565166532e56784f0563516,Juan ,Pablo,Adaya,Sanchez,Hombre,21,2002-01-06,ADSJ020106HOMBREDFAD20X,125,4,juan adaya125@urcmac.edu.mx,adayajuan 125
6565166532e56784f0563517,Hector,,Espinosa,Romero,Hombre,21,2002-01-06,ESRH020106HOMBREDFES55I,126,2,hectorespinosa126@urcmac.edu.mx,espinosahector126
6565166532e56784f0563518,Demian,Rogelio,Adaya,Romero,Hombre,28,1995-01-08,ADRD950108HOMBREDFAD89R,127,2,demianadaya127@urcmac.edu.mx,adayademian127
6565166632e56784f0563519,Juan ,Rogelio,Hidalgo,Cirigo,Hombre,28,1995-01-08,HICJ950108HOMBREDFHI57S,128,3,juan hidalgo128@urcmac.edu.mx,hidalgojuan 128
6565166632e56784f056351a,Hector,Alfonso,Ruiz,Sebastian,Hombre,20,2003-01-06,RUSH030106HOMBREDFRU98Q,129,2,hectorruiz129@urcmac.edu.mx,ruizhector129
6565166632e56784f056351b,Albert,,Zarate,Martinez,Hombre,23,2000-01-07,ZAMA000107HOMBREDFZA65E,130,2,albertzarate130@urcmac.edu.mx,zaratealbert130
6565166632e56784f056351c,Albert,Donaji,Adaya,Romero,Hombre,21,2002-01-06,ADRA020106HOMBREDFAD26K,131,4,albertadaya131@urcmac.edu.mx,adayaalbert131
6565166632e56784f056351d,Juan ,,Zarate,Martinez,Hombre,20,2003-01-06,ZAMJ030106HOMBREDFZA84W,132,2,juan zarate132@urcmac.edu.mx,zaratejuan 132
6565166632e56784f056351e,Albert,Pablo,Hidalgo,Romero,Hombre,28,1995-01-08,HIRA950108HOMBREDFHI15L,133,3,alberthidalgo133@urcmac.edu.mx,hidalgoalbert133
6565166632e56784f056351f,Albert,,Espinosa,Martinez,Hombre,22,2001-01-06,ESMA010106HOMBREDFES60K,134,4,albertespinosa134@urcmac.edu.mx,espinosaalbert134
6565166632e56784f0563520,Juan ,,Adaya,Cirigo,Hombre,26,1997-01-07,ADCJ970107HOMBREDFAD18V,135,4,juan adaya135@urcmac.edu.mx,adayajuan 135
6565166632e56784f0563521,Juan ,Donaji,Adaya,Sebastian,Hombre,24,1999-01-07,ADSJ990107HOMBREDFAD65N,136,2,juan adaya136@urcmac.edu.mx,adayajuan 136
6565166632e56784f0563522,Hector,Rogelio,Zarate,Cirigo,Hombre,26,1997-01-07,ZACH970107HOMBREDFZA87A,137,4,hectorzarate137@urcmac.edu.mx,zaratehector137
6565166632e56784f0563523,Hector,Rogelio,Ruiz,Romero,Hombre,29,1994-01-08,RURH940108HOMBREDFRU64H,138,5,hectorruiz138@urcmac.edu.mx,ruizhector138
6565166632e56784f0563524,Albert,Alfonso,Ruiz,Romero,Hombre,29,1994-01-08,RURA940108HOMBREDFRU40Z,139,4,albertruiz139@urcmac.edu.mx,ruizalbert139
6565166632e56784f0563525,Hector,Rogelio,Espinosa,Cirigo,Hombre,27,1996-01-08,ESCH960108HOMBREDFES59I,140,3,hectorespinosa140@urcmac.edu.mx,espinosahector140
6565166732e56784f0563526,Demian,Alfonso,Zarate,Sebastian,Hombre,24,1999-01-07,ZASD990107HOMBREDFZA21L,141,4,demianzarate141@urcmac.edu.mx,zaratedemian141
6565166732e56784f0563527,Juan ,Pablo,Ruiz,Cirigo,Hombre,21,2002-01-06,RUCJ020106HOMBREDFRU75C,142,3,juan ruiz142@urcmac.edu.mx,ruizjuan 142
6565166732e56784f0563528,Juan ,Alfonso,Adaya,Romero,Hombre,29,1994-01-08,ADRJ940108HOMBREDFAD77A,143,3,juan adaya143@urcmac.edu.mx,adayajuan 143
6565166732e56784f0563529,Demian,Donaji,Hidalgo,Sebastian,Hombre,22,2001-01-06,HISD010106HOMBREDFHI48H,144,5,demianhidalgo144@urcmac.edu.mx,hidalgodemian144
6565166732e56784f056352a,Juan ,,Hidalgo,Martinez,Hombre,29,1994-01-08,HIMJ940108HOMBREDFHI31Q,145,5,juan hidalgo145@urcmac.edu.mx,hidalgojuan 145
