nombre1,nombre2,apellido1,apellido2,genero,edad,id,voto,email,password
Jose,Alfonso,Espinosa,Martinez,Hombre,23,65,2,joseespinosa65@urcmac.edu.mx,espinosajose65
Jose,Alfonso,Zarate,Cirigo,Hombre,28,66,1,josezarate66@urcmac.edu.mx,zaratejose66
Jose,Alfonso,Zarate,Romero,Hombre,21,67,1,josezarate67@urcmac.edu.mx,zaratejose67
Jose,Alfonso,Zarate,Sanchez,Hombre,20,68,1,josezarate68@urcmac.edu.mx,zaratejose68
Jose,Alfonso,Zarate,Sebastian,Hombre,27,69,2,josezarate69@urcmac.edu.mx,zaratejose69
Jose,Alfonso,Zarate,Martinez,Hombre,27,70,5,josezarate70@urcmac.edu.mx,zaratejose70
Jose,Alfonso,Adaya,Cirigo,Hombre,30,71,3,joseadaya71@urcmac.edu.mx,adayajose71
Jose,Alfonso,Adaya,Romero,Hombre,22,72,2,joseadaya72@urcmac.edu.mx,adayajose72
Jose,Alfonso,Adaya,Sanchez,Hombre,27,73,4,joseadaya73@urcmac.edu.mx,adayajose73
Jose,Alfonso,Adaya,Sebastian,Hombre,30,74,2,joseadaya74@urcmac.edu.mx,adayajose74
Jose,Alfonso,Adaya,Martinez,Hombre,27,75,3,joseadaya75@urcmac.edu.mx,adayajose75
Jose,,Hidalgo,Cirigo,Hombre,29,76,3,josehidalgo76@urcmac.edu.mx,hidalgojose76
Jose,,Hidalgo,Romero,Hombre,25,77,1,josehidalgo77@urcmac.edu.mx,hidalgojose77
Jose,,Hidalgo,Sanchez,Hombre,30,78,1,josehidalgo78@urcmac.edu.mx,hidalgojose78
Jose,,Hidalgo,Sebastian,Hombre,24,79,1,josehidalgo79@urcmac.edu.mx,hidalgojose79
Jose,,Hidalgo,Martinez,Hombre,30,80,4,josehidalgo80@urcmac.edu.mx,hidalgojose80
Jose,,Ruiz,Cirigo,Hombre,28,81,2,joseruiz81@urcmac.edu.mx,ruizjose81
Jose,,Ruiz,Romero,Hombre,20,82,3,joseruiz82@urcmac.edu.mx,ruizjose82
Jose,,Ruiz,Sanchez,Hombre,24,83,4,joseruiz83@urcmac.edu.mx,ruizjose83
Jose,,Ruiz,Sebastian,Hombre,21,84,4,joseruiz84@urcmac.edu.mx,ruizjose84
Jose,,Ruiz,Martinez,Hombre,28,85,4,joseruiz85@urcmac.edu.mx,ruizjose85
Jose,,Espinosa,Cirigo,Hombre,24,86,2,joseespinosa86@urcmac.edu.mx,espinosajose86
Jose,,Espinosa,Romero,Hombre,30,87,2,joseespinosa87@urcmac.edu.mx,espinosajose87
Jose,,Espinosa,Sanchez,Hombre,28,88,5,joseespinosa88@urcmac.edu.mx,espinosajose88
Jose,,Espinosa,Sebastian,Hombre,26,89,4,joseespinosa89@urcmac.edu.mx,espinosajose89
Jose,,Espinosa,Martinez,Hombre,21,90,1,joseespinosa90@urcmac.edu.mx,espinosajose90
Jose,,Zarate,Cirigo,Hombre,29,91,4,josezarate91@urcmac.edu.mx,zaratejose91
Jose,,Zarate,Romero,Hombre,30,92,4,josezarate92@urcmac.edu.mx,zaratejose92
Jose,,Zarate,Sanchez,Hombre,23,93,2,josezarate93@urcmac.edu.mx,zaratejose93
Jose,,Zarate,Sebastian,Hombre,25,94,1,josezarate94@urcmac.edu.mx,zaratejose94
Jose,,Zarate,Martinez,Hombre,25,95,2,josezarate95@urcmac.edu.mx,zaratejose95
Jose,,Adaya,Cirigo,Hombre,26,96,4,joseadaya96@urcmac.edu.mx,adayajose96
Jose,,Adaya,Romero,Hombre,21,97,4,joseadaya97@urcmac.edu.mx,adayajose97
Jose,,Adaya,Sanchez,Hombre,27,98,5,joseadaya98@urcmac.edu.mx,adayajose98
Jose,,Adaya,Sebastian,Hombre,22,99,2,joseadaya99@urcmac.edu.mx,adayajose99
Jose,,Adaya,Martinez,Hombre,21,100,2,joseadaya100@urcmac.edu.mx,adayajose100
Jose,Donaji,Hidalgo,Cirigo,Hombre,20,101,3,josehidalgo101@urcmac.edu.mx,hidalgojose101
Jose,Donaji,Hidalgo,Romero,Hombre,23,102,1,josehidalgo102@urcmac.edu.mx,hidalgojose102
Jose,Donaji,Hidalgo,Sanchez,Hombre,28,103,2,josehidalgo103@urcmac.edu.mx,hidalgojose103
Jose,Donaji,Hidalgo,Sebastian,Hombre,20,104,3,josehidalgo104@urcmac.edu.mx,hidalgojose104
Jose,Donaji,Hidalgo,Martinez,Hombre,29,105,2,josehidalgo105@urcmac.edu.mx,hidalgojose105
Jose,Donaji,Ruiz,Cirigo,Hombre,26,106,5,joseruiz106@urcmac.edu.mx,ruizjose106
Jose,Donaji,Ruiz,Romero,Hombre,29,107,1,joseruiz107@urcmac.edu.mx,ruizjose107
Jose,Donaji,Ruiz,Sanchez,Hombre,21,108,3,joseruiz108@urcmac.edu.mx,ruizjose108
Jose,Donaji,Ruiz,Sebastian,Hombre,24,109,3,joseruiz109@urcmac.edu.mx,ruizjose109
Jose,Donaji,Ruiz,Martinez,Hombre,25,110,3,joseruiz110@urcmac.edu.mx,ruizjose110
Jose,Donaji,Espinosa,Cirigo,Hombre,28,111,1,joseespinosa111@urcmac.edu.mx,espinosajose111
Jose,Donaji,Espinosa,Romero,Hombre,21,112,4,joseespinosa112@urcmac.edu.mx,espinosajose112
Jose,Donaji,Espinosa,Sanchez,Hombre,30,113,3,joseespinosa113@urcmac.edu.mx,espinosajose113
Jose,Donaji,Espinosa,Sebastian,Hombre,21,114,1,joseespinosa114@urcmac.edu.mx,espinosajose114
Jose,Donaji,Espinosa,Martinez,Hombre,27,115,5,joseespinosa115@urcmac.edu.mx,espinosajose115
Jose,Donaji,Zarate,Cirigo,Hombre,28,116,4,josezarate116@urcmac.edu.mx,zaratejose116
Jose,Donaji,Zarate,Romero,Hombre,30,117,5,josezarate117@urcmac.edu.mx,zaratejose117
Jose,Donaji,Zarate,Sanchez,Hombre,24,118,2,josezarate118@urcmac.edu.mx,zaratejose118
Jose,Donaji,Zarate,Sebastian,Hombre,28,119,4,josezarate119@urcmac.edu.mx,zaratejose119
Jose,Donaji,Zarate,Martinez,Hombre,21,120,3,josezarate120@urcmac.edu.mx,zaratejose120
Jose,Donaji,Adaya,Cirigo,Hombre,28,121,3,joseadaya121@urcmac.edu.mx,adayajose121
Jose,Donaji,Adaya,Romero,Hombre,22,122,1,joseadaya122@urcmac.edu.mx,adayajose122
Jose,Donaji,Adaya,Sanchez,Hombre,28,123,5,joseadaya123@urcmac.edu.mx,adayajose123
Jose,Donaji,Adaya,Sebastian,Hombre,24,124,2,joseadaya124@urcmac.edu.mx,adayajose124
Jose,Donaji,Adaya,Martinez,Hombre,23,125,4,joseadaya125@urcmac.edu.mx,adayajose125
Juan ,Rogelio,Hidalgo,Cirigo,Hombre,21,126,1,juan hidalgo126@urcmac.edu.mx,hidalgojuan 126
Juan ,Rogelio,Hidalgo,Romero,Hombre,27,127,4,juan hidalgo127@urcmac.edu.mx,hidalgojuan 127
Juan ,Rogelio,Hidalgo,Sanchez,Hombre,20,128,2,juan hidalgo128@urcmac.edu.mx,hidalgojuan 128
Juan ,Rogelio,Hidalgo,Sebastian,Hombre,21,129,2,juan hidalgo129@urcmac.edu.mx,hidalgojuan 129
Juan ,Rogelio,Hidalgo,Martinez,Hombre,27,130,2,juan hidalgo130@urcmac.edu.mx,hidalgojuan 130
Juan ,Rogelio,Ruiz,Cirigo,Hombre,27,131,2,juan ruiz131@urcmac.edu.mx,ruizjuan 131
Juan ,Rogelio,Ruiz,Romero,Hombre,20,132,1,juan ruiz132@urcmac.edu.mx,ruizjuan 132
Juan ,Rogelio,Ruiz,Sanchez,Hombre,30,133,2,juan ruiz133@urcmac.edu.mx,ruizjuan 133
Juan ,Rogelio,Ruiz,Sebastian,Hombre,21,134,4,juan ruiz134@urcmac.edu.mx,ruizjuan 134
Juan ,Rogelio,Ruiz,Martinez,Hombre,20,135,5,juan ruiz135@urcmac.edu.mx,ruizjuan 135
Juan ,Rogelio,Espinosa,Cirigo,Hombre,23,136,2,juan espinosa136@urcmac.edu.mx,espinosajuan 136
Juan ,Rogelio,Espinosa,Romero,Hombre,24,137,1,juan espinosa137@urcmac.edu.mx,espinosajuan 137
Juan ,Rogelio,Espinosa,Sanchez,Hombre,27,138,5,juan espinosa138@urcmac.edu.mx,espinosajuan 138
Juan ,Rogelio,Espinosa,Sebastian,Hombre,22,139,5,juan espinosa139@urcmac.edu.mx,espinosajuan 139
Juan ,Rogelio,Espinosa,Martinez,Hombre,21,140,1,juan espinosa140@urcmac.edu.mx,espinosajuan 140
Juan ,Rogelio,Zarate,Cirigo,Hombre,28,141,5,juan zarate141@urcmac.edu.mx,zaratejuan 141
Juan ,Rogelio,Zarate,Romero,Hombre,29,142,1,juan zarate142@urcmac.edu.mx,zaratejuan 142
Juan ,Rogelio,Zarate,Sanchez,Hombre,26,143,3,juan zarate143@urcmac.edu.mx,zaratejuan 143
Juan ,Rogelio,Zarate,Sebastian,Hombre,30,144,3,juan zarate144@urcmac.edu.mx,zaratejuan 144
Juan ,Rogelio,Zarate,Martinez,Hombre,23,145,3,juan zarate145@urcmac.edu.mx,zaratejuan 145
Juan ,Rogelio,Adaya,Cirigo,Hombre,26,146,3,juan adaya146@urcmac.edu.mx,adayajuan 146
Juan ,Rogelio,Adaya,Romero,Hombre,22,147,1,juan adaya147@urcmac.edu.mx,adayajuan 147
Juan ,Rogelio,Adaya,Sanchez,Hombre,22,148,3,juan adaya148@urcmac.edu.mx,adayajuan 148
Juan ,Rogelio,Adaya,Sebastian,Hombre,23,149,1,juan adaya149@urcmac.edu.mx,adayajuan 149
Juan ,Rogelio,Adaya,Martinez,Hombre,20,150,5,juan adaya150@urcmac.edu.mx,adayajuan 150
Juan ,Pablo,Hidalgo,Cirigo,Hombre,22,151,5,juan hidalgo151@urcmac.edu.mx,hidalgojuan 151
Juan ,Pablo,Hidalgo,Romero,Hombre,24,152,3,juan hidalgo152@urcmac.edu.mx,hidalgojuan 152
Juan ,Pablo,Hidalgo,Sanchez,Hombre,28,153,2,juan hidalgo153@urcmac.edu.mx,hidalgojuan 153
Juan ,Pablo,Hidalgo,Sebastian,Hombre,26,154,2,juan hidalgo154@urcmac.edu.mx,hidalgojuan 154
Juan ,Pablo,Hidalgo,Martinez,Hombre,21,155,1,juan hidalgo155@urcmac.edu.mx,hidalgojuan 155
Juan ,Pablo,Ruiz,Cirigo,Hombre,28,156,3,juan ruiz156@urcmac.edu.mx,ruizjuan 156
Juan ,Pablo,Ruiz,Romero,Hombre,24,157,5,juan ruiz157@urcmac.edu.mx,ruizjuan 157
Juan ,Pablo,Ruiz,Sanchez,Hombre,25,158,3,juan ruiz158@urcmac.edu.mx,ruizjuan 158
Juan ,Pablo,Ruiz,Sebastian,Hombre,20,159,4,juan ruiz159@urcmac.edu.mx,ruizjuan 159
Juan ,Pablo,Ruiz,Martinez,Hombre,21,160,1,juan ruiz160@urcmac.edu.mx,ruizjuan 160
Juan ,Pablo,Espinosa,Cirigo,Hombre,21,161,1,juan espinosa161@urcmac.edu.mx,espinosajuan 161
Juan ,Pablo,Espinosa,Romero,Hombre,22,162,5,juan espinosa162@urcmac.edu.mx,espinosajuan 162
Juan ,Pablo,Espinosa,Sanchez,Hombre,25,163,5,juan espinosa163@urcmac.edu.mx,espinosajuan 163
Juan ,Pablo,Espinosa,Sebastian,Hombre,23,164,4,juan espinosa164@urcmac.edu.mx,espinosajuan 164
Juan ,Pablo,Espinosa,Martinez,Hombre,21,165,2,juan espinosa165@urcmac.edu.mx,espinosajuan 165
Juan ,Pablo,Zarate,Cirigo,Hombre,28,166,3,juan zarate166@urcmac.edu.mx,zaratejuan 166
Juan ,Pablo,Zarate,Romero,Hombre,27,167,4,juan zarate167@urcmac.edu.mx,zaratejuan 167
Juan ,Pablo,Zarate,Sanchez,Hombre,28,168,3,juan zarate168@urcmac.edu.mx,zaratejuan 168
Juan ,Pablo,Zarate,Sebastian,Hombre,24,169,4,juan zarate169@urcmac.edu.mx,zaratejuan 169
Juan ,Pablo,Zarate,Martinez,Hombre,23,170,3,juan zarate170@urcmac.edu.mx,zaratejuan 170
Juan ,Pablo,Adaya,Cirigo,Hombre,26,171,2,juan adaya171@urcmac.edu.mx,adayajuan 171
Juan ,Pablo,Adaya,Romero,Hombre,22,172,4,juan adaya172@urcmac.edu.mx,adayajuan 172
Juan ,Pablo,Adaya,Sanchez,Hombre,30,173,1,juan adaya173@urcmac.edu.mx,adayajuan 173
Juan ,Pablo,Adaya,Sebastian,Hombre,22,174,2,juan adaya174@urcmac.edu.mx,adayajuan 174
Juan ,Pablo,Adaya,Martinez,Hombre,27,175,4,juan adaya175@urcmac.edu.mx,adayajuan 175
Juan ,Alfonso,Hidalgo,Cirigo,Hombre,25,176,2,juan hidalgo176@urcmac.edu.mx,hidalgojuan 176
Juan ,Alfonso,Hidalgo,Romero,Hombre,30,177,1,juan hidalgo177@urcmac.edu.mx,hidalgojuan 177
Juan ,Alfonso,Hidalgo,Sanchez,Hombre,22,178,2,juan hidalgo178@urcmac.edu.mx,hidalgojuan 178
Juan ,Alfonso,Hidalgo,Sebastian,Hombre,20,179,4,juan hidalgo179@urcmac.edu.mx,hidalgojuan 179
Juan ,Alfonso,Hidalgo,Martinez,Hombre,21,180,4,juan hidalgo180@urcmac.edu.mx,hidalgojuan 180
Juan ,Alfonso,Ruiz,Cirigo,Hombre,20,181,1,juan ruiz181@urcmac.edu.mx,ruizjuan 181
Juan ,Alfonso,Ruiz,Romero,Hombre,21,182,1,juan ruiz182@urcmac.edu.mx,ruizjuan 182
Juan ,Alfonso,Ruiz,Sanchez,Hombre,28,183,1,juan ruiz183@urcmac.edu.mx,ruizjuan 183
Juan ,Alfonso,Ruiz,Sebastian,Hombre,23,184,5,juan ruiz184@urcmac.edu.mx,ruizjuan 184
Juan ,Alfonso,Ruiz,Martinez,Hombre,29,185,5,juan ruiz185@urcmac.edu.mx,ruizjuan 185
Juan ,Alfonso,Espinosa,Cirigo,Hombre,26,186,3,juan espinosa186@urcmac.edu.mx,espinosajuan 186
Juan ,Alfonso,Espinosa,Romero,Hombre,21,187,2,juan espinosa187@urcmac.edu.mx,espinosajuan 187
Juan ,Alfonso,Espinosa,Sanchez,Hombre,25,188,2,juan espinosa188@urcmac.edu.mx,espinosajuan 188
Juan ,Alfonso,Espinosa,Sebastian,Hombre,26,189,2,juan espinosa189@urcmac.edu.mx,espinosajuan 189
Juan ,Alfonso,Espinosa,Martinez,Hombre,26,190,1,juan espinosa190@urcmac.edu.mx,espinosajuan 190
Juan ,Alfonso,Zarate,Cirigo,Hombre,20,191,3,juan zarate191@urcmac.edu.mx,zaratejuan 191
Juan ,Alfonso,Zarate,Romero,Hombre,26,192,1,juan zarate192@urcmac.edu.mx,zaratejuan 192
Juan ,Alfonso,Zarate,Sanchez,Hombre,22,193,1,juan zarate193@urcmac.edu.mx,zaratejuan 193
Juan ,Alfonso,Zarate,Sebastian,Hombre,25,194,4,juan zarate194@urcmac.edu.mx,zaratejuan 194
Juan ,Alfonso,Zarate,Martinez,Hombre,24,195,4,juan zarate195@urcmac.edu.mx,zaratejuan 195
Juan ,Alfonso,Adaya,Cirigo,Hombre,22,196,5,juan adaya196@urcmac.edu.mx,adayajuan 196
Juan ,Alfonso,Adaya,Romero,Hombre,22,197,5,juan adaya197@urcmac.edu.mx,adayajuan 197
Juan ,Alfonso,Adaya,Sanchez,Hombre,28,198,4,juan adaya198@urcmac.edu.mx,adayajuan 198
Juan ,Alfonso,Adaya,Sebastian,Hombre,29,199,2,juan adaya199@urcmac.edu.mx,adayajuan 199
Juan ,Alfonso,Adaya,Martinez,Hombre,21,200,3,juan adaya200@urcmac.edu.mx,adayajuan 200
Juan ,,Hidalgo,Cirigo,Hombre,21,201,4,juan hidalgo201@urcmac.edu.mx,hidalgojuan 201
Juan ,,Hidalgo,Romero,Hombre,26,202,3,juan hidalgo202@urcmac.edu.mx,hidalgojuan 202
Juan ,,Hidalgo,Sanchez,Hombre,20,203,4,juan hidalgo203@urcmac.edu.mx,hidalgojuan 203
Juan ,,Hidalgo,Sebastian,Hombre,23,204,5,juan hidalgo204@urcmac.edu.mx,hidalgojuan 204
Juan ,,Hidalgo,Martinez,Hombre,22,205,3,juan hidalgo205@urcmac.edu.mx,hidalgojuan 205
Juan ,,Ruiz,Cirigo,Hombre,22,206,4,juan ruiz206@urcmac.edu.mx,ruizjuan 206
Juan ,,Ruiz,Romero,Hombre,21,207,3,juan ruiz207@urcmac.edu.mx,ruizjuan 207
Juan ,,Ruiz,Sanchez,Hombre,23,208,3,juan ruiz208@urcmac.edu.mx,ruizjuan 208
Juan ,,Ruiz,Sebastian,Hombre,29,209,4,juan ruiz209@urcmac.edu.mx,ruizjuan 209
Juan ,,Ruiz,Martinez,Hombre,28,210,3,juan ruiz210@urcmac.edu.mx,ruizjuan 210
Juan ,,Espinosa,Cirigo,Hombre,23,211,4,juan espinosa211@urcmac.edu.mx,espinosajuan 211
Juan ,,Espinosa,Romero,Hombre,21,212,5,juan espinosa212@urcmac.edu.mx,espinosajuan 212
Juan ,,Espinosa,Sanchez,Hombre,20,213,1,juan espinosa213@urcmac.edu.mx,espinosajuan 213
Juan ,,Espinosa,Sebastian,Hombre,20,214,1,juan espinosa214@urcmac.edu.mx,espinosajuan 214
Juan ,,Espinosa,Martinez,Hombre,29,215,5,juan espinosa215@urcmac.edu.mx,espinosajuan 215
Juan ,,Zarate,Cirigo,Hombre,23,216,4,juan zarate216@urcmac.edu.mx,zaratejuan 216
Juan ,,Zarate,Romero,Hombre,26,217,5,juan zarate217@urcmac.edu.mx,zaratejuan 217
Juan ,,Zarate,Sanchez,Hombre,21,218,4,juan zarate218@urcmac.edu.mx,zaratejuan 218
Juan ,,Zarate,Sebastian,Hombre,26,219,3,juan zarate219@urcmac.edu.mx,zaratejuan 219
Juan ,,Zarate,Martinez,Hombre,29,220,3,juan zarate220@urcmac.edu.mx,zaratejuan 220
Juan ,,Adaya,Cirigo,Hombre,26,221,2,juan adaya221@urcmac.edu.mx,adayajuan 221
Juan ,,Adaya,Romero,Hombre,21,222,3,juan adaya222@urcmac.edu.mx,adayajuan 222
Juan ,,Adaya,Sanchez,Hombre,20,223,3,juan adaya223@urcmac.edu.mx,adayajuan 223
Juan ,,Adaya,Sebastian,Hombre,21,224,3,juan adaya224@urcmac.edu.mx,adayajuan 224
Juan ,,Adaya,Martinez,Hombre,30,225,4,juan adaya225@urcmac.edu.mx,adayajuan 225
Juan ,Donaji,Hidalgo,Cirigo,Hombre,21,226,3,juan hidalgo226@urcmac.edu.mx,hidalgojuan 226
Juan ,Donaji,Hidalgo,Romero,Hombre,20,227,4,juan hidalgo227@urcmac.edu.mx,hidalgojuan 227
Juan ,Donaji,Hidalgo,Sanchez,Hombre,29,228,2,juan hidalgo228@urcmac.edu.mx,hidalgojuan 228
Juan ,Donaji,Hidalgo,Sebastian,Hombre,23,229,5,juan hidalgo229@urcmac.edu.mx,hidalgojuan 229
Juan ,Donaji,Hidalgo,Martinez,Hombre,25,230,5,juan hidalgo230@urcmac.edu.mx,hidalgojuan 230
Juan ,Donaji,Ruiz,Cirigo,Hombre,23,231,5,juan ruiz231@urcmac.edu.mx,ruizjuan 231
Juan ,Donaji,Ruiz,Romero,Hombre,29,232,5,juan ruiz232@urcmac.edu.mx,ruizjuan 232
Juan ,Donaji,Ruiz,Sanchez,Hombre,29,233,4,juan ruiz233@urcmac.edu.mx,ruizjuan 233
Juan ,Donaji,Ruiz,Sebastian,Hombre,27,234,1,juan ruiz234@urcmac.edu.mx,ruizjuan 234
Juan ,Donaji,Ruiz,Martinez,Hombre,28,235,1,juan ruiz235@urcmac.edu.mx,ruizjuan 235
Juan ,Donaji,Espinosa,Cirigo,Hombre,23,236,1,juan espinosa236@urcmac.edu.mx,espinosajuan 236
Juan ,Donaji,Espinosa,Romero,Hombre,24,237,5,juan espinosa237@urcmac.edu.mx,espinosajuan 237
Juan ,Donaji,Espinosa,Sanchez,Hombre,29,238,5,juan espinosa238@urcmac.edu.mx,espinosajuan 238
Juan ,Donaji,Espinosa,Sebastian,Hombre,24,239,3,juan espinosa239@urcmac.edu.mx,espinosajuan 239
Juan ,Donaji,Espinosa,Martinez,Hombre,21,240,5,juan espinosa240@urcmac.edu.mx,espinosajuan 240
Juan ,Donaji,Zarate,Cirigo,Hombre,26,241,4,juan zarate241@urcmac.edu.mx,zaratejuan 241
